"name","religion_origin","religion_current","type","country","continent","latitude","longitude","height_m","construction_start","construction_end","destruction_year","construction_timeline","status","tallest_in_world","notes","source1","source2","source3","year","build_time","height_per_year","years_since_start","height_at_year","t_lin","slider_pos","tick_label"
"Great Pyramid of Giza","Ancient Egyptian","none","pyramid","Egypt","Africa",29.97906881,31.13422309,146.6,-2580,-2560,1303,"-2580:-2560:146.6;1304:1305:138.8","ruined","yes","Originally ~146.6 m; now ~138.8 m","https://en.wikipedia.org/wiki/Giza_pyramid_complex","https://www.nature.com/articles/s40494-020-0356-9","https://www.worldhistory.org/timeline/pyramid/",-2559,20,7.33,21,147,0.00455927051671732,2.07869476446079e-05,NA
"Great Pyramid of Giza","Ancient Egyptian","none","pyramid","Egypt","Africa",29.97906881,31.13422309,146.6,-2580,-2560,1303,"-2580:-2560:146.6;1304:1305:138.8","ruined","yes","Originally ~146.6 m; now ~138.8 m","https://en.wikipedia.org/wiki/Giza_pyramid_complex","https://www.nature.com/articles/s40494-020-0356-9","https://www.worldhistory.org/timeline/pyramid/",-2558,20,7.33,22,147,0.00477637863656101,2.28137928797964e-05,NA
"Great Pyramid of Giza","Ancient Egyptian","none","pyramid","Egypt","Africa",29.97906881,31.13422309,146.6,-2580,-2560,1303,"-2580:-2560:146.6;1304:1305:138.8","ruined","yes","Originally ~146.6 m; now ~138.8 m","https://en.wikipedia.org/wiki/Giza_pyramid_complex","https://www.nature.com/articles/s40494-020-0356-9","https://www.worldhistory.org/timeline/pyramid/",-2557,20,7.33,23,147,0.00499348675640469,2.4934909986389e-05,NA
"Great Pyramid of Giza","Ancient Egyptian","none","pyramid","Egypt","Africa",29.97906881,31.13422309,146.6,-2580,-2560,1303,"-2580:-2560:146.6;1304:1305:138.8","ruined","yes","Originally ~146.6 m; now ~138.8 m","https://en.wikipedia.org/wiki/Giza_pyramid_complex","https://www.nature.com/articles/s40494-020-0356-9","https://www.worldhistory.org/timeline/pyramid/",-2556,20,7.33,24,147,0.00521059487624837,2.71502989643858e-05,NA
"Great Pyramid of Giza","Ancient Egyptian","none","pyramid","Egypt","Africa",29.97906881,31.13422309,146.6,-2580,-2560,1303,"-2580:-2560:146.6;1304:1305:138.8","ruined","yes","Originally ~146.6 m; now ~138.8 m","https://en.wikipedia.org/wiki/Giza_pyramid_complex","https://www.nature.com/articles/s40494-020-0356-9","https://www.worldhistory.org/timeline/pyramid/",-2555,20,7.33,25,147,0.00542770299609205,2.94599598137867e-05,NA
"Great Pyramid of Giza","Ancient Egyptian","none","pyramid","Egypt","Africa",29.97906881,31.13422309,146.6,-2580,-2560,1303,"-2580:-2560:146.6;1304:1305:138.8","ruined","yes","Originally ~146.6 m; now ~138.8 m","https://en.wikipedia.org/wiki/Giza_pyramid_complex","https://www.nature.com/articles/s40494-020-0356-9","https://www.worldhistory.org/timeline/pyramid/",-2554,20,7.33,26,147,0.00564481111593574,3.18638925345917e-05,NA
"Great Pyramid of Giza","Ancient Egyptian","none","pyramid","Egypt","Africa",29.97906881,31.13422309,146.6,-2580,-2560,1303,"-2580:-2560:146.6;1304:1305:138.8","ruined","yes","Originally ~146.6 m; now ~138.8 m","https://en.wikipedia.org/wiki/Giza_pyramid_complex","https://www.nature.com/articles/s40494-020-0356-9","https://www.worldhistory.org/timeline/pyramid/",-2553,20,7.33,27,147,0.00586191923577942,3.43620971268008e-05,NA
"Great Pyramid of Giza","Ancient Egyptian","none","pyramid","Egypt","Africa",29.97906881,31.13422309,146.6,-2580,-2560,1303,"-2580:-2560:146.6;1304:1305:138.8","ruined","yes","Originally ~146.6 m; now ~138.8 m","https://en.wikipedia.org/wiki/Giza_pyramid_complex","https://www.nature.com/articles/s40494-020-0356-9","https://www.worldhistory.org/timeline/pyramid/",-2552,20,7.33,28,147,0.0060790273556231,3.6954573590414e-05,NA
"Great Pyramid of Giza","Ancient Egyptian","none","pyramid","Egypt","Africa",29.97906881,31.13422309,146.6,-2580,-2560,1303,"-2580:-2560:146.6;1304:1305:138.8","ruined","yes","Originally ~146.6 m; now ~138.8 m","https://en.wikipedia.org/wiki/Giza_pyramid_complex","https://www.nature.com/articles/s40494-020-0356-9","https://www.worldhistory.org/timeline/pyramid/",-2551,20,7.33,29,147,0.00629613547546678,3.96413219254313e-05,NA
"Great Pyramid of Giza","Ancient Egyptian","none","pyramid","Egypt","Africa",29.97906881,31.13422309,146.6,-2580,-2560,1303,"-2580:-2560:146.6;1304:1305:138.8","ruined","yes","Originally ~146.6 m; now ~138.8 m","https://en.wikipedia.org/wiki/Giza_pyramid_complex","https://www.nature.com/articles/s40494-020-0356-9","https://www.worldhistory.org/timeline/pyramid/",-2550,20,7.33,30,147,0.00651324359531046,4.24223421318528e-05,NA
"Great Pyramid of Khafre","Ancient Egyptian","none","pyramid","Egypt","Africa",29.97565015,31.13072835,143.5,-2550,-2530,1303,"-2550:-2530:143.5;1304:1305:136.4","ruined","no","Originally ~143.5 m; now ~136.4 m","https://en.wikipedia.org/wiki/Giza_pyramid_complex","https://www.nature.com/articles/s40494-020-0356-9","https://www.worldhistory.org/timeline/pyramid/",-2550,20,7.175,0,0,0.00651324359531046,4.24223421318528e-05,NA
"Great Pyramid of Giza","Ancient Egyptian","none","pyramid","Egypt","Africa",29.97906881,31.13422309,146.6,-2580,-2560,1303,"-2580:-2560:146.6;1304:1305:138.8","ruined","yes","Originally ~146.6 m; now ~138.8 m","https://en.wikipedia.org/wiki/Giza_pyramid_complex","https://www.nature.com/articles/s40494-020-0356-9","https://www.worldhistory.org/timeline/pyramid/",-2549,20,7.33,31,147,0.00673035171515415,4.52976342096784e-05,NA
"Great Pyramid of Khafre","Ancient Egyptian","none","pyramid","Egypt","Africa",29.97565015,31.13072835,143.5,-2550,-2530,1303,"-2550:-2530:143.5;1304:1305:136.4","ruined","no","Originally ~143.5 m; now ~136.4 m","https://en.wikipedia.org/wiki/Giza_pyramid_complex","https://www.nature.com/articles/s40494-020-0356-9","https://www.worldhistory.org/timeline/pyramid/",-2549,20,7.175,1,7,0.00673035171515415,4.52976342096784e-05,NA
"Great Pyramid of Giza","Ancient Egyptian","none","pyramid","Egypt","Africa",29.97906881,31.13422309,146.6,-2580,-2560,1303,"-2580:-2560:146.6;1304:1305:138.8","ruined","yes","Originally ~146.6 m; now ~138.8 m","https://en.wikipedia.org/wiki/Giza_pyramid_complex","https://www.nature.com/articles/s40494-020-0356-9","https://www.worldhistory.org/timeline/pyramid/",-2548,20,7.33,32,147,0.00694745983499783,4.82671981589081e-05,NA
"Great Pyramid of Khafre","Ancient Egyptian","none","pyramid","Egypt","Africa",29.97565015,31.13072835,143.5,-2550,-2530,1303,"-2550:-2530:143.5;1304:1305:136.4","ruined","no","Originally ~143.5 m; now ~136.4 m","https://en.wikipedia.org/wiki/Giza_pyramid_complex","https://www.nature.com/articles/s40494-020-0356-9","https://www.worldhistory.org/timeline/pyramid/",-2548,20,7.175,2,14,0.00694745983499783,4.82671981589081e-05,NA
"Great Pyramid of Giza","Ancient Egyptian","none","pyramid","Egypt","Africa",29.97906881,31.13422309,146.6,-2580,-2560,1303,"-2580:-2560:146.6;1304:1305:138.8","ruined","yes","Originally ~146.6 m; now ~138.8 m","https://en.wikipedia.org/wiki/Giza_pyramid_complex","https://www.nature.com/articles/s40494-020-0356-9","https://www.worldhistory.org/timeline/pyramid/",-2547,20,7.33,33,147,0.00716456795484151,5.13310339795419e-05,NA
"Great Pyramid of Khafre","Ancient Egyptian","none","pyramid","Egypt","Africa",29.97565015,31.13072835,143.5,-2550,-2530,1303,"-2550:-2530:143.5;1304:1305:136.4","ruined","no","Originally ~143.5 m; now ~136.4 m","https://en.wikipedia.org/wiki/Giza_pyramid_complex","https://www.nature.com/articles/s40494-020-0356-9","https://www.worldhistory.org/timeline/pyramid/",-2547,20,7.175,3,22,0.00716456795484151,5.13310339795419e-05,NA
"Great Pyramid of Giza","Ancient Egyptian","none","pyramid","Egypt","Africa",29.97906881,31.13422309,146.6,-2580,-2560,1303,"-2580:-2560:146.6;1304:1305:138.8","ruined","yes","Originally ~146.6 m; now ~138.8 m","https://en.wikipedia.org/wiki/Giza_pyramid_complex","https://www.nature.com/articles/s40494-020-0356-9","https://www.worldhistory.org/timeline/pyramid/",-2546,20,7.33,34,147,0.00738167607468519,5.44891416715798e-05,NA
"Great Pyramid of Khafre","Ancient Egyptian","none","pyramid","Egypt","Africa",29.97565015,31.13072835,143.5,-2550,-2530,1303,"-2550:-2530:143.5;1304:1305:136.4","ruined","no","Originally ~143.5 m; now ~136.4 m","https://en.wikipedia.org/wiki/Giza_pyramid_complex","https://www.nature.com/articles/s40494-020-0356-9","https://www.worldhistory.org/timeline/pyramid/",-2546,20,7.175,4,29,0.00738167607468519,5.44891416715798e-05,NA
"Great Pyramid of Giza","Ancient Egyptian","none","pyramid","Egypt","Africa",29.97906881,31.13422309,146.6,-2580,-2560,1303,"-2580:-2560:146.6;1304:1305:138.8","ruined","yes","Originally ~146.6 m; now ~138.8 m","https://en.wikipedia.org/wiki/Giza_pyramid_complex","https://www.nature.com/articles/s40494-020-0356-9","https://www.worldhistory.org/timeline/pyramid/",-2545,20,7.33,35,147,0.00759878419452888,5.77415212350219e-05,NA
"Great Pyramid of Khafre","Ancient Egyptian","none","pyramid","Egypt","Africa",29.97565015,31.13072835,143.5,-2550,-2530,1303,"-2550:-2530:143.5;1304:1305:136.4","ruined","no","Originally ~143.5 m; now ~136.4 m","https://en.wikipedia.org/wiki/Giza_pyramid_complex","https://www.nature.com/articles/s40494-020-0356-9","https://www.worldhistory.org/timeline/pyramid/",-2545,20,7.175,5,36,0.00759878419452888,5.77415212350219e-05,NA
"Great Pyramid of Giza","Ancient Egyptian","none","pyramid","Egypt","Africa",29.97906881,31.13422309,146.6,-2580,-2560,1303,"-2580:-2560:146.6;1304:1305:138.8","ruined","yes","Originally ~146.6 m; now ~138.8 m","https://en.wikipedia.org/wiki/Giza_pyramid_complex","https://www.nature.com/articles/s40494-020-0356-9","https://www.worldhistory.org/timeline/pyramid/",-2544,20,7.33,36,147,0.00781589231437256,6.1088172669868e-05,NA
"Great Pyramid of Khafre","Ancient Egyptian","none","pyramid","Egypt","Africa",29.97565015,31.13072835,143.5,-2550,-2530,1303,"-2550:-2530:143.5;1304:1305:136.4","ruined","no","Originally ~143.5 m; now ~136.4 m","https://en.wikipedia.org/wiki/Giza_pyramid_complex","https://www.nature.com/articles/s40494-020-0356-9","https://www.worldhistory.org/timeline/pyramid/",-2544,20,7.175,6,43,0.00781589231437256,6.1088172669868e-05,NA
"Great Pyramid of Giza","Ancient Egyptian","none","pyramid","Egypt","Africa",29.97906881,31.13422309,146.6,-2580,-2560,1303,"-2580:-2560:146.6;1304:1305:138.8","ruined","yes","Originally ~146.6 m; now ~138.8 m","https://en.wikipedia.org/wiki/Giza_pyramid_complex","https://www.nature.com/articles/s40494-020-0356-9","https://www.worldhistory.org/timeline/pyramid/",-2543,20,7.33,37,147,0.00803300043421624,6.45290959761183e-05,NA
"Great Pyramid of Khafre","Ancient Egyptian","none","pyramid","Egypt","Africa",29.97565015,31.13072835,143.5,-2550,-2530,1303,"-2550:-2530:143.5;1304:1305:136.4","ruined","no","Originally ~143.5 m; now ~136.4 m","https://en.wikipedia.org/wiki/Giza_pyramid_complex","https://www.nature.com/articles/s40494-020-0356-9","https://www.worldhistory.org/timeline/pyramid/",-2543,20,7.175,7,50,0.00803300043421624,6.45290959761183e-05,NA
"Great Pyramid of Giza","Ancient Egyptian","none","pyramid","Egypt","Africa",29.97906881,31.13422309,146.6,-2580,-2560,1303,"-2580:-2560:146.6;1304:1305:138.8","ruined","yes","Originally ~146.6 m; now ~138.8 m","https://en.wikipedia.org/wiki/Giza_pyramid_complex","https://www.nature.com/articles/s40494-020-0356-9","https://www.worldhistory.org/timeline/pyramid/",-2542,20,7.33,38,147,0.00825010855405992,6.80642911537727e-05,NA
"Great Pyramid of Khafre","Ancient Egyptian","none","pyramid","Egypt","Africa",29.97565015,31.13072835,143.5,-2550,-2530,1303,"-2550:-2530:143.5;1304:1305:136.4","ruined","no","Originally ~143.5 m; now ~136.4 m","https://en.wikipedia.org/wiki/Giza_pyramid_complex","https://www.nature.com/articles/s40494-020-0356-9","https://www.worldhistory.org/timeline/pyramid/",-2542,20,7.175,8,57,0.00825010855405992,6.80642911537727e-05,NA
"Great Pyramid of Giza","Ancient Egyptian","none","pyramid","Egypt","Africa",29.97906881,31.13422309,146.6,-2580,-2560,1303,"-2580:-2560:146.6;1304:1305:138.8","ruined","yes","Originally ~146.6 m; now ~138.8 m","https://en.wikipedia.org/wiki/Giza_pyramid_complex","https://www.nature.com/articles/s40494-020-0356-9","https://www.worldhistory.org/timeline/pyramid/",-2541,20,7.33,39,147,0.0084672166739036,7.16937582028312e-05,NA
"Great Pyramid of Khafre","Ancient Egyptian","none","pyramid","Egypt","Africa",29.97565015,31.13072835,143.5,-2550,-2530,1303,"-2550:-2530:143.5;1304:1305:136.4","ruined","no","Originally ~143.5 m; now ~136.4 m","https://en.wikipedia.org/wiki/Giza_pyramid_complex","https://www.nature.com/articles/s40494-020-0356-9","https://www.worldhistory.org/timeline/pyramid/",-2541,20,7.175,9,65,0.0084672166739036,7.16937582028312e-05,NA
"Great Pyramid of Giza","Ancient Egyptian","none","pyramid","Egypt","Africa",29.97906881,31.13422309,146.6,-2580,-2560,1303,"-2580:-2560:146.6;1304:1305:138.8","ruined","yes","Originally ~146.6 m; now ~138.8 m","https://en.wikipedia.org/wiki/Giza_pyramid_complex","https://www.nature.com/articles/s40494-020-0356-9","https://www.worldhistory.org/timeline/pyramid/",-2540,20,7.33,40,147,0.00868432479374729,7.54174971232939e-05,NA
"Great Pyramid of Khafre","Ancient Egyptian","none","pyramid","Egypt","Africa",29.97565015,31.13072835,143.5,-2550,-2530,1303,"-2550:-2530:143.5;1304:1305:136.4","ruined","no","Originally ~143.5 m; now ~136.4 m","https://en.wikipedia.org/wiki/Giza_pyramid_complex","https://www.nature.com/articles/s40494-020-0356-9","https://www.worldhistory.org/timeline/pyramid/",-2540,20,7.175,10,72,0.00868432479374729,7.54174971232939e-05,NA
"Great Pyramid of Giza","Ancient Egyptian","none","pyramid","Egypt","Africa",29.97906881,31.13422309,146.6,-2580,-2560,1303,"-2580:-2560:146.6;1304:1305:138.8","ruined","yes","Originally ~146.6 m; now ~138.8 m","https://en.wikipedia.org/wiki/Giza_pyramid_complex","https://www.nature.com/articles/s40494-020-0356-9","https://www.worldhistory.org/timeline/pyramid/",-2539,20,7.33,41,147,0.00890143291359097,7.92355079151606e-05,NA
"Great Pyramid of Khafre","Ancient Egyptian","none","pyramid","Egypt","Africa",29.97565015,31.13072835,143.5,-2550,-2530,1303,"-2550:-2530:143.5;1304:1305:136.4","ruined","no","Originally ~143.5 m; now ~136.4 m","https://en.wikipedia.org/wiki/Giza_pyramid_complex","https://www.nature.com/articles/s40494-020-0356-9","https://www.worldhistory.org/timeline/pyramid/",-2539,20,7.175,11,79,0.00890143291359097,7.92355079151606e-05,NA
"Great Pyramid of Giza","Ancient Egyptian","none","pyramid","Egypt","Africa",29.97906881,31.13422309,146.6,-2580,-2560,1303,"-2580:-2560:146.6;1304:1305:138.8","ruined","yes","Originally ~146.6 m; now ~138.8 m","https://en.wikipedia.org/wiki/Giza_pyramid_complex","https://www.nature.com/articles/s40494-020-0356-9","https://www.worldhistory.org/timeline/pyramid/",-2538,20,7.33,42,147,0.00911854103343465,8.31477905784315e-05,NA
"Great Pyramid of Khafre","Ancient Egyptian","none","pyramid","Egypt","Africa",29.97565015,31.13072835,143.5,-2550,-2530,1303,"-2550:-2530:143.5;1304:1305:136.4","ruined","no","Originally ~143.5 m; now ~136.4 m","https://en.wikipedia.org/wiki/Giza_pyramid_complex","https://www.nature.com/articles/s40494-020-0356-9","https://www.worldhistory.org/timeline/pyramid/",-2538,20,7.175,12,86,0.00911854103343465,8.31477905784315e-05,NA
"Great Pyramid of Giza","Ancient Egyptian","none","pyramid","Egypt","Africa",29.97906881,31.13422309,146.6,-2580,-2560,1303,"-2580:-2560:146.6;1304:1305:138.8","ruined","yes","Originally ~146.6 m; now ~138.8 m","https://en.wikipedia.org/wiki/Giza_pyramid_complex","https://www.nature.com/articles/s40494-020-0356-9","https://www.worldhistory.org/timeline/pyramid/",-2537,20,7.33,43,147,0.00933564915327833,8.71543451131064e-05,NA
"Great Pyramid of Khafre","Ancient Egyptian","none","pyramid","Egypt","Africa",29.97565015,31.13072835,143.5,-2550,-2530,1303,"-2550:-2530:143.5;1304:1305:136.4","ruined","no","Originally ~143.5 m; now ~136.4 m","https://en.wikipedia.org/wiki/Giza_pyramid_complex","https://www.nature.com/articles/s40494-020-0356-9","https://www.worldhistory.org/timeline/pyramid/",-2537,20,7.175,13,93,0.00933564915327833,8.71543451131064e-05,NA
"Great Pyramid of Giza","Ancient Egyptian","none","pyramid","Egypt","Africa",29.97906881,31.13422309,146.6,-2580,-2560,1303,"-2580:-2560:146.6;1304:1305:138.8","ruined","yes","Originally ~146.6 m; now ~138.8 m","https://en.wikipedia.org/wiki/Giza_pyramid_complex","https://www.nature.com/articles/s40494-020-0356-9","https://www.worldhistory.org/timeline/pyramid/",-2536,20,7.33,44,147,0.00955275727312201,9.12551715191856e-05,NA
"Great Pyramid of Khafre","Ancient Egyptian","none","pyramid","Egypt","Africa",29.97565015,31.13072835,143.5,-2550,-2530,1303,"-2550:-2530:143.5;1304:1305:136.4","ruined","no","Originally ~143.5 m; now ~136.4 m","https://en.wikipedia.org/wiki/Giza_pyramid_complex","https://www.nature.com/articles/s40494-020-0356-9","https://www.worldhistory.org/timeline/pyramid/",-2536,20,7.175,14,100,0.00955275727312201,9.12551715191856e-05,NA
